,0
0,0.3278301886792452
1,0.3136792452830228
2,0.29481132075471805
3,0.29245283018868307
4,0.31132075471698073
5,0.3160377358490578
6,0.33254716981132404
7,0.33962264150943966
8,0.3561320754716988
9,0.36792452830188793
10,0.7888888888888888
11,0.8
12,0.822222222222222
13,0.8111111111111109
14,0.8999999999999997
15,0.922222222222222
16,0.911111111111111
17,0.9222222222222216
18,0.9444444444444442
19,0.9444444444444442
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0136986301369868
25,0.01826484018264818
26,0.0
27,0.0
28,0.009132420091323645
29,0.0
30,0.4955357142857135
31,0.4955357142857144
32,0.484375
33,0.4821428571428559
34,0.45982142857142794
35,0.4464285714285712
36,0.421875
37,0.4151785714285703
38,0.4062499999999991
39,0.4017857142857144
40,0.3136792452830175
41,0.2948113207547163
42,0.29245283018868307
43,0.3113207547169843
44,0.31603773584905603
45,0.33254716981132404
46,0.3396226415094361
47,0.3561320754716988
48,0.3679245283018844
49,0.372641509433965
50,0.7999999999999998
51,0.8222222222222222
52,0.8111111111111113
53,0.8999999999999999
54,0.922222222222222
55,0.9111111111111112
56,0.922222222222222
57,0.9444444444444442
58,0.9444444444444442
59,0.9444444444444442
60,0.0
61,0.0
62,0.0
63,0.013698630136985912
64,0.01826484018264818
65,0.0
66,0.0
67,0.009132420091324533
68,0.0
69,0.0
70,0.4955357142857135
71,0.484375
72,0.4821428571428559
73,0.45982142857142794
74,0.4464285714285712
75,0.4218749999999991
76,0.4151785714285703
77,0.4062499999999991
78,0.4017857142857135
79,0.3973214285714288
80,0.2948113207547145
81,0.2924528301886795
82,0.3113207547169843
83,0.31603773584906136
84,0.3325471698113187
85,0.3396226415094361
86,0.3561320754716988
87,0.36792452830188793
88,0.37264150943396146
89,0.372641509433965
90,0.822222222222222
91,0.8111111111111111
92,0.8999999999999999
93,0.9222222222222216
94,0.9111111111111108
95,0.922222222222222
96,0.9444444444444442
97,0.9444444444444442
98,0.9444444444444442
99,0.9333333333333331
100,0.0
101,0.0
102,0.013698630136985912
103,0.01826484018264818
104,0.0
105,0.0
106,0.009132420091324533
107,0.0
108,0.0
109,0.0
110,0.4843749999999991
111,0.48214285714285676
112,0.45982142857142794
113,0.4464285714285712
114,0.4218749999999991
115,0.41517857142857206
116,0.40625
117,0.4017857142857144
118,0.39732142857142705
119,0.3995535714285712
120,0.2924528301886795
121,0.31132075471698073
122,0.31603773584906136
123,0.3325471698113205
124,0.3396226415094361
125,0.3561320754716988
126,0.36792452830188793
127,0.372641509433965
128,0.37264150943396146
129,0.3702830188679229
130,0.8111111111111109
131,0.8999999999999999
132,0.922222222222222
133,0.911111111111111
134,0.922222222222222
135,0.9444444444444442
136,0.9444444444444442
137,0.9444444444444442
138,0.9333333333333331
139,0.9555555555555555
140,0.0
141,0.0136986301369868
142,0.01826484018264818
143,0.0
144,0.0
145,0.009132420091324533
146,0.0
147,0.0
148,0.0
149,0.0
150,0.48214285714285676
151,0.45982142857142794
152,0.4464285714285712
153,0.4218749999999991
154,0.4151785714285703
155,0.40625
156,0.4017857142857153
157,0.3973214285714288
158,0.3995535714285703
159,0.3973214285714288
160,0.31132075471698073
161,0.3160377358490578
162,0.33254716981132404
163,0.33962264150943966
164,0.3561320754716988
165,0.36792452830188793
166,0.372641509433965
167,0.372641509433965
168,0.3702830188679229
169,0.36556603773584584
170,0.8999999999999997
171,0.922222222222222
172,0.911111111111111
173,0.9222222222222216
174,0.9444444444444442
175,0.9444444444444442
176,0.9444444444444442
177,0.9333333333333327
178,0.9555555555555553
179,0.9444444444444442
180,0.0136986301369868
181,0.01826484018264818
182,0.0
183,0.0
184,0.009132420091323645
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.45982142857142794
191,0.4464285714285712
192,0.421875
193,0.4151785714285703
194,0.4062499999999991
195,0.4017857142857144
196,0.3973214285714297
197,0.3995535714285703
198,0.39732142857142705
199,0.39285714285714324
200,0.31603773584905603
201,0.33254716981132404
202,0.3396226415094361
203,0.3561320754716988
204,0.3679245283018844
205,0.372641509433965
206,0.372641509433965
207,0.37028301886792647
208,0.3655660377358494
209,0.36084905660377586
210,0.922222222222222
211,0.9111111111111112
212,0.922222222222222
213,0.9444444444444442
214,0.9444444444444442
215,0.9444444444444442
216,0.9333333333333331
217,0.9555555555555553
218,0.9444444444444442
219,0.9555555555555555
220,0.01826484018264818
221,0.0
222,0.0
223,0.009132420091324533
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.4464285714285712
231,0.4218749999999991
232,0.4151785714285703
233,0.4062499999999991
234,0.4017857142857135
235,0.3973214285714288
236,0.3995535714285712
237,0.3973214285714288
238,0.39285714285714235
239,0.38839285714285676
240,0.3325471698113187
241,0.3396226415094361
242,0.3561320754716988
243,0.36792452830188793
244,0.37264150943396146
245,0.372641509433965
246,0.37028301886792647
247,0.3655660377358494
248,0.3608490566037723
249,0.3584905660377373
250,0.9111111111111108
251,0.922222222222222
252,0.9444444444444442
253,0.9444444444444442
254,0.9444444444444442
255,0.9333333333333331
256,0.9555555555555557
257,0.9444444444444442
258,0.9555555555555553
259,0.9444444444444442
260,0.0
261,0.0
262,0.009132420091324533
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.4218749999999991
271,0.41517857142857206
272,0.40625
273,0.4017857142857144
274,0.39732142857142705
275,0.3995535714285712
276,0.3973214285714297
277,0.39285714285714146
278,0.3883928571428559
279,0.3861607142857144
280,0.3396226415094361
281,0.3561320754716988
282,0.36792452830188793
283,0.372641509433965
284,0.37264150943396146
285,0.3702830188679229
286,0.3655660377358494
287,0.36084905660377586
288,0.3584905660377373
289,0.3561320754716988
290,0.922222222222222
291,0.9444444444444442
292,0.9444444444444442
293,0.9444444444444442
294,0.9333333333333331
295,0.9555555555555555
296,0.9444444444444442
297,0.9555555555555553
298,0.9444444444444442
299,0.9555555555555555
300,0.0
301,0.009132420091324533
302,0.0
303,0.0
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.4151785714285703
311,0.40625
312,0.4017857142857153
313,0.3973214285714288
314,0.3995535714285703
315,0.3973214285714288
316,0.39285714285714235
317,0.38839285714285676
318,0.3861607142857135
319,0.3705357142857144
320,0.3561320754716988
321,0.36792452830188793
322,0.372641509433965
323,0.372641509433965
324,0.3702830188679229
325,0.36556603773584584
326,0.36084905660377586
327,0.3584905660377373
328,0.3561320754716988
329,0.36556603773584584
330,0.9444444444444442
331,0.9444444444444442
332,0.9444444444444442
333,0.9333333333333327
334,0.9555555555555553
335,0.9444444444444442
336,0.9555555555555557
337,0.9444444444444442
338,0.9555555555555553
339,0.9666666666666666
340,0.009132420091323645
341,0.0
342,0.0
343,0.0
344,0.0
345,0.0
346,0.0
347,0.0
348,0.0
349,0.0
350,0.4062499999999991
351,0.4017857142857144
352,0.3973214285714297
353,0.3995535714285703
354,0.39732142857142705
355,0.39285714285714324
356,0.38839285714285765
357,0.3861607142857144
358,0.3705357142857135
359,0.36160714285714324
360,0.3679245283018844
361,0.372641509433965
362,0.372641509433965
363,0.37028301886792647
364,0.3655660377358494
365,0.36084905660377586
366,0.3584905660377409
367,0.3561320754716988
368,0.3655660377358494
369,0.375
370,0.9444444444444442
371,0.9444444444444442
372,0.9333333333333331
373,0.9555555555555553
374,0.9444444444444442
375,0.9555555555555555
376,0.9444444444444442
377,0.9555555555555553
378,0.9666666666666666
379,0.9666666666666666
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
