,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0,0.006226326,0.0024272487,0.007282114,0.0024272487,0.002492025,0.0024272487,0.0024272487,0.062498115,0.0024272487,0.0028894513,0.07012468,0.0027264603,0.0024272487,0.0024272487,0.018560572,0.1934667,0.0024272487,0.0024272487,0.0026626275,0.013992857,0.0042642895,0.0024272487,0.048925985,0.0024272487,0.023348453,0.0024272487,0.0024272487,0.009973272,0.0024272487,0.0024272487,0.116986565,0.003689796,0.0024272487,0.0024272487,0.2720982,0.002868433,0.0030749459,0.071446635,0.0041195047,0.0024272487,0.0024272487,0.0024272487,0.020979956,0.00317035,0.0024272487
1,0.00022436598,0.00022436598,0.0014129387,0.00040501743,0.00022436598,0.00022436598,0.00022436598,0.00068088743,0.012982881,0.00022436598,0.02368878,0.43621433,0.00022436598,0.06865773,0.00022436598,0.00022436598,0.00022436598,0.00022436598,0.00022436598,0.00022436598,0.254821,0.00022436598,0.0026879702,0.0002291264,0.07549715,0.00022436598,0.00022436598,0.00022436598,0.0006137915,0.00022436598,0.00022436598,0.00039934312,0.00022436598,0.00022436598,0.107123286,0.00022436598,0.0020286273,0.014975703,0.002327415,0.0009504677,0.00022436598,0.00022436598,0.00022436598,0.00078029145,0.0067546084
2,0.002590212,0.002590212,0.002590212,0.002590212,0.13602757,0.013345287,0.01607291,0.0039719874,0.002590212,0.0043836674,0.004555592,0.002590212,0.0136229545,0.002590212,0.41210192,0.044850774,0.004963932,0.002590212,0.018110199,0.002590212,0.002590212,0.006224473,0.0034208477,0.002590212,0.003329505,0.014992277,0.002590212,0.002590212,0.002590212,0.057270527,0.034647882,0.002590212,0.002590212,0.00511488,0.002590212,0.002590212,0.051332112,0.00434018,0.002590212,0.002590212,0.002590212,0.002590212,0.07483653,0.0026530446,0.031686857
3,0.0019076474,0.0019076474,0.0019076474,0.0019076474,0.006441916,0.0027178852,0.015284185,0.0019076474,0.0019076474,0.0036368736,0.09229704,0.0019076474,0.0019076474,0.0019076474,0.5407038,0.012950454,0.017489407,0.0019076474,0.0023271274,0.0019076474,0.005884607,0.045065414,0.045362223,0.006250799,0.0062496667,0.004266189,0.0019076474,0.0019076474,0.0019076474,0.0019076474,0.014498502,0.0019076474,0.0019076474,0.010787962,0.0029584523,0.0019076474,0.026973771,0.024040628,0.0019076474,0.0019076474,0.0026259937,0.0019076474,0.04998426,0.0019076474,0.038075253
4,9.396966e-05,0.00069124904,9.396966e-05,0.004875807,0.00057771226,0.0001983049,9.396966e-05,0.00043664395,0.00016219818,0.067628354,9.396966e-05,9.396966e-05,0.00097893,0.0002812327,0.0031471422,9.396966e-05,9.396966e-05,9.396966e-05,9.396966e-05,0.0024787534,0.00048017327,9.396966e-05,9.396966e-05,0.013636681,9.396966e-05,0.024091762,9.396966e-05,9.396966e-05,0.0021942484,9.396966e-05,0.002255786,0.00020749519,0.00060464494,0.68882513,9.396966e-05,0.15531057,0.00013835836,9.396966e-05,0.00050957745,9.396966e-05,9.396966e-05,0.046836868,9.396966e-05,0.000319548,9.396966e-05
5,0.00026231894,0.028976306,0.0019250126,0.00026231894,0.00026231894,0.00026231894,0.000432878,0.00026231894,0.00026231894,0.00026231894,0.0044506458,0.00026231894,0.00070217456,0.0006121532,0.00026231894,0.00026231894,0.00026231894,0.00026231894,0.00026231894,0.00026231894,0.340407,0.00026231894,0.00026231894,0.01526808,0.00026231894,0.00066836254,0.05982548,0.00026231894,0.0012721707,0.00026231894,0.00026231894,0.0003635393,0.0011393722,0.00026231894,0.006046543,0.001723179,0.00026231894,0.00026231894,0.00089912413,0.0004765172,0.52989703,0.012440842,0.00026231894,0.0025407528,0.0024778424
6,0.046041384,0.002835597,0.002835597,0.071419045,0.019063968,0.047637496,0.002835597,0.009196222,0.008204632,0.002835597,0.002835597,0.02867607,0.002835597,0.009872352,0.002835597,0.07825644,0.0077213678,0.06407763,0.24902356,0.008539042,0.002835597,0.013117345,0.002835597,0.002835597,0.03283496,0.002835597,0.002835597,0.026346382,0.002835597,0.1718143,0.0044525065,0.002835597,0.002835597,0.002835597,0.002835597,0.002835597,0.002835597,0.021063332,0.0029209473,0.0075887656,0.002835597,0.002835597,0.025754005,0.002835597,0.002835597
7,0.0052741654,0.0064635156,0.0021373015,0.0021373015,0.0021373015,0.006458272,0.015905686,0.0021373015,0.0021373015,0.0052627525,0.0021373015,0.011689337,0.0021373015,0.0021373015,0.07542353,0.0073112757,0.0021373015,0.0021373015,0.0021373015,0.0021373015,0.0021373015,0.0021373015,0.0021373015,0.0021373015,0.0021373015,0.0021373015,0.7076573,0.061274868,0.0021373015,0.0021373015,0.0021373015,0.0021373015,0.0021373015,0.0021373015,0.002244952,0.0021373015,0.0021373015,0.0023462945,0.0041876035,0.0026048517,0.010117397,0.0021373015,0.004591513,0.004057584,0.02826253
8,0.0028491493,0.0023682779,0.015934719,0.0026671388,0.0023682779,0.0023682779,0.011041466,0.004555551,0.28771123,0.0023682779,0.0023682779,0.17532958,0.0023682779,0.042035267,0.0027680383,0.0023682779,0.0023682779,0.0023682779,0.011904005,0.00989723,0.1181366,0.0023682779,0.016685994,0.008222607,0.034197424,0.0023682779,0.00819842,0.0023682779,0.019893305,0.0023682779,0.009692656,0.0023682779,0.05625471,0.0023682779,0.025721896,0.0052617686,0.025996925,0.0023682779,0.0165364,0.0023682779,0.014455679,0.0057357578,0.0034998227,0.039710402,0.003686059
9,0.055480253,0.0023383633,0.0023383633,0.0023383633,0.18762338,0.016657058,0.005115413,0.0023383633,0.009795042,0.007435043,0.0023383633,0.15319794,0.0023383633,0.0023383633,0.0023383633,0.0023383633,0.0045089787,0.19250415,0.11825762,0.0149455145,0.0023383633,0.016965924,0.0023383633,0.014396035,0.0023383633,0.0023383633,0.0023383633,0.0054107085,0.004716758,0.02492979,0.051077258,0.0023383633,0.0023383633,0.07028843,0.0023383633,0.0023383633,0.0023383633,0.0023383633,0.002595757,0.0023383633,0.0023383633,0.0023383633,0.0044804937,0.0023383633,0.0023383633
10,0.0009110784,0.0009110784,0.0009110784,0.0009110784,0.30425826,0.008543061,0.0009110784,0.015557773,0.0009110784,0.0009110784,0.12139531,0.0009110784,0.004966176,0.0009110784,0.08145173,0.0024528303,0.11067154,0.0009110784,0.0009110784,0.0059883925,0.0009110784,0.0436325,0.0010146982,0.0009110784,0.0009110784,0.21773928,0.0009110784,0.0009110784,0.0009110784,0.021746282,0.012288746,0.0010589676,0.0009110784,0.0024682647,0.0010883766,0.0009110784,0.0024845533,0.01655853,0.0009110784,0.0009110784,0.0015839916,0.0009110784,0.01948681,0.001449583,0.0009110784
11,0.00013088343,0.00013088343,0.021627013,0.00013088343,0.004798496,0.00013088343,0.049229026,0.00013088343,0.0077277664,0.00013088343,0.00013088343,0.00013088343,0.00013088343,0.00013088343,0.36253542,0.00013088343,0.00013088343,0.00013088343,0.00013088343,0.00013088343,0.00014839065,0.00013088343,0.00013088343,0.00013088343,0.00013088343,0.0056008105,0.2248728,0.00013088343,0.0008641747,0.00013088343,0.00069528044,0.008529529,0.00021969168,0.00013088343,0.00013088343,0.00013088343,0.012281074,0.00013088343,0.00013088343,0.00018335799,0.0042067,0.00013088343,0.00019112465,0.0014290805,0.31016707
