Actual,Predicted
0.3195876288659853,0.4196119
0.3092783505154628,0.4336407
0.2860824742268022,0.4503832
0.2757731958762868,0.38423094
0.2757731958762939,0.40175506
0.2886597938144355,0.3902
0.3144329896907187,0.3961104
0.3350515463917531,0.40968367
0.3685567010309292,0.43343124
0.3865979381443303,0.409783
0.5934065934065933,0.560651
0.5274725274725274,0.56428236
0.4725274725274722,0.576252
0.3406593406593408,0.60307145
0.4505494505494503,0.6018956
0.4285714285714284,0.5726857
0.4505494505494503,0.56618047
0.6043956043956045,0.53954065
0.5494505494505493,0.56737965
0.5604395604395604,0.535603
0.0,0.029486751
0.0,-0.043117885
0.0,-0.001018879
0.0,0.050739925
0.0,-0.024158467
0.0,0.0047290884
0.0,0.051794864
0.0,0.033239156
0.0,-0.0016236221
0.0,0.00021726824
0.5717439293598234,0.35043627
0.5916114790286979,0.3895128
0.6026490066225172,0.40504217
0.6313465783664451,0.37991107
0.5739514348785875,0.42794013
0.5717439293598234,0.39052334
0.5430463576158928,0.4044131
0.4790286975717448,0.42948756
0.4657836644591615,0.3876706
0.4635761589403975,0.410145
0.3092783505154663,0.41738018
0.2860824742268093,0.43035132
0.2757731958762868,0.4456412
0.2757731958762868,0.3826883
0.288659793814439,0.3984211
0.3144329896907223,0.38710314
0.3350515463917496,0.39492932
0.3685567010309256,0.4085365
0.3865979381443338,0.4294706
0.3994845360824754,0.40425038
0.5274725274725274,0.55611
0.4725274725274724,0.558937
0.3406593406593403,0.5676652
0.4505494505494507,0.5998214
0.4285714285714284,0.59565234
0.4505494505494505,0.57105637
0.604395604395604,0.56319857
0.5494505494505493,0.5369546
0.5604395604395602,0.5636697
0.6373626373626373,0.532464
0.0,0.030157333
0.0,-0.042385604
0.0,-0.0031820945
0.0,0.049363457
0.0,-0.02201668
0.0,0.0048998613
0.0,0.050994493
0.0,0.03453353
0.0,-0.0017391955
0.0,0.00019608717
0.591611479028697,0.34965348
0.6026490066225163,0.38517556
0.6313465783664451,0.39960903
0.5739514348785875,0.37757814
0.5717439293598234,0.42299083
0.5430463576158946,0.3886175
0.4790286975717439,0.3998574
0.4657836644591615,0.42990217
0.4635761589403975,0.3852585
0.4194260485651222,0.4093808
0.2860824742268093,0.41471383
0.2757731958762903,0.42742893
0.2757731958762868,0.44103745
0.2886597938144284,0.3804092
0.3144329896907258,0.39557168
0.3350515463917531,0.384378
0.3685567010309256,0.39447093
0.3865979381443303,0.40654552
0.3994845360824754,0.4249466
0.4097938144329944,0.4005182
0.4725274725274724,0.5530127
0.3406593406593403,0.5561838
0.4505494505494503,0.56234527
0.4285714285714284,0.59745765
0.4505494505494503,0.5896567
0.6043956043956042,0.5689376
0.5494505494505493,0.55879587
0.5604395604395602,0.5333859
0.6373626373626373,0.5601041
0.648351648351648,0.52841425
0.0,0.029801356
0.0,-0.042340845
0.0,-0.0044823233
0.0,0.046709396
0.0,-0.020746382
0.0,0.0050468594
0.0,0.051188115
0.0,0.035070114
0.0,-0.0023986232
0.0,-2.7178787e-05
0.6026490066225163,0.34811416
0.631346578366446,0.3803564
0.5739514348785866,0.39576507
0.5717439293598234,0.37443683
0.5430463576158946,0.41851526
0.4790286975717439,0.38513094
0.4657836644591597,0.39443463
0.4635761589403984,0.42896813
0.4194260485651222,0.38443828
0.4105960264900661,0.40772295
0.2757731958762939,0.41137728
0.2757731958762903,0.42396694
0.2886597938144284,0.43623418
0.3144329896907187,0.38007006
0.3350515463917567,0.39202598
0.3685567010309256,0.38187605
0.3865979381443267,0.39387327
0.3994845360824754,0.40383905
0.4097938144329944,0.42283812
0.4149484536082504,0.39786118
0.3406593406593403,0.5509244
0.4505494505494505,0.5542751
0.4285714285714284,0.5588465
0.4505494505494507,0.59668404
0.6043956043956042,0.5851368
0.5494505494505493,0.56565106
0.5604395604395602,0.5569064
0.6373626373626373,0.52869993
0.6483516483516483,0.5578513
0.7142857142857142,0.5262147
0.0,0.029194238
0.0,-0.04374788
0.0,-0.0049979202
0.0,0.045730814
0.0,-0.017495506
0.0,0.00661174
0.0,0.05210743
0.0,0.03503831
0.0,-0.0013487022
0.0,0.0006892206
0.6313465783664469,0.34634703
0.5739514348785866,0.37667558
0.5717439293598234,0.39336306
0.5430463576158937,0.37115747
0.4790286975717439,0.41346797
0.4657836644591606,0.38081253
0.4635761589403975,0.3905836
0.4194260485651213,0.4260703
0.410596026490067,0.38423708
0.3863134657836644,0.40671033
0.2757731958762939,0.41155562
0.2886597938144355,0.42296
0.3144329896907187,0.43456143
0.3350515463917531,0.38237497
0.3685567010309292,0.3912371
0.3865979381443303,0.38208383
0.3994845360824719,0.39505407
0.4097938144329873,0.4047529
0.4149484536082539,0.42361727
0.4123711340206171,0.39747617
0.4505494505494503,0.55209917
0.4285714285714284,0.5540927
0.4505494505494503,0.55619675
0.6043956043956045,0.5991221
0.5494505494505493,0.5840764
0.5604395604395604,0.5679644
0.6373626373626373,0.55930513
0.6483516483516483,0.5288049
0.7142857142857142,0.5587904
0.747252747252747,0.5286899
0.0,0.030787027
0.0,-0.043849405
0.0,-0.0072718766
0.0,0.044541802
0.0,-0.014594563
0.0,0.008052986
0.0,0.05282814
0.0,0.036317613
0.0,0.00034414977
0.0,0.00096496753
0.5739514348785875,0.34806636
0.5717439293598234,0.3762519
0.5430463576158928,0.39107367
0.4790286975717448,0.37014633
0.4657836644591615,0.41030896
0.4635761589403975,0.3812925
0.4194260485651213,0.38944703
0.4105960264900661,0.42760122
0.3863134657836644,0.38581774
0.3708609271523171,0.40777823
0.288659793814439,0.41322887
0.3144329896907223,0.42483628
0.3350515463917496,0.43442398
0.3685567010309256,0.38540742
0.3865979381443338,0.39281464
0.3994845360824754,0.38461223
0.4097938144329873,0.3984372
0.4149484536082468,0.40639424
0.4123711340206206,0.42467105
0.4046391752577349,0.4002123
0.4285714285714284,0.5568853
0.4505494505494505,0.55780846
0.604395604395604,0.5574489
0.5494505494505493,0.6037557
0.5604395604395602,0.58528763
0.6373626373626373,0.5707533
0.6483516483516478,0.56208354
0.7142857142857144,0.53006864
0.747252747252747,0.5621292
0.6153846153846152,0.5305149
0.0,0.029592903
0.0,-0.044517867
0.0,-0.007690454
0.0,0.04294167
0.0,-0.01329696
0.0,0.0078636035
0.0,0.054238148
0.0,0.036413684
0.0,-9.917654e-06
0.0,0.0015132921
0.5717439293598234,0.3488014
0.5430463576158946,0.37672898
0.4790286975717439,0.39217696
0.4657836644591615,0.3715415
0.4635761589403975,0.41042897
0.4194260485651222,0.38189256
0.4105960264900652,0.38914564
0.3863134657836644,0.42891374
0.3708609271523171,0.38830352
0.3796909492273732,0.40929395
0.3144329896907258,0.4148769
0.3350515463917531,0.42583635
0.3685567010309256,0.4344092
0.3865979381443303,0.39056343
0.3994845360824754,0.39291877
0.4097938144329944,0.38747138
0.4149484536082468,0.4008939
0.4123711340206171,0.40739325
0.4046391752577349,0.427021
0.4149484536082504,0.40224212
0.4505494505494503,0.5618577
0.6043956043956042,0.56069535
0.5494505494505493,0.5592096
0.5604395604395602,0.6091341
0.6373626373626373,0.58832836
0.648351648351648,0.5732555
0.714285714285714,0.56864595
0.7472527472527468,0.5308544
0.6153846153846152,0.5651872
0.7142857142857142,0.53612053
0.0,0.031242361
0.0,-0.04628309
0.0,-0.0078179985
0.0,0.043471277
0.0,-0.010624293
0.0,0.008485924
0.0,0.05613572
0.0,0.037788525
0.0,0.0020533437
0.0,0.0019090157
0.5430463576158946,0.35136753
0.4790286975717439,0.37837696
0.4657836644591597,0.39416766
0.4635761589403984,0.37330863
0.4194260485651222,0.40939352
0.4105960264900661,0.38277936
0.3863134657836635,0.39021808
0.370860927152318,0.42784622
0.3796909492273723,0.38972297
0.3399558498896251,0.41111547
0.3350515463917567,0.41799706
0.3685567010309256,0.4294644
0.3865979381443267,0.43708783
0.3994845360824754,0.39512342
0.4097938144329944,0.39463758
0.4149484536082504,0.39056054
0.4123711340206171,0.40432456
0.4046391752577278,0.41101182
0.4149484536082539,0.43051496
0.4123711340206171,0.40602127
0.6043956043956042,0.56783926
0.5494505494505493,0.5643162
0.5604395604395602,0.56200296
0.6373626373626373,0.6153634
0.6483516483516483,0.5924257
0.7142857142857142,0.5777043
0.7472527472527468,0.5742805
0.6153846153846154,0.53452927
0.7142857142857142,0.56877506
0.7142857142857142,0.54134595
0.0,0.032449722
0.0,-0.046699084
0.0,-0.008219289
0.0,0.04310468
0.0,-0.009240549
0.0,0.008333538
0.0,0.056826197
0.0,0.038407374
0.0,0.0017907713
0.0,0.0018118862
0.4790286975717439,0.3548797
0.4657836644591606,0.38116658
0.4635761589403975,0.39630097
0.4194260485651213,0.37631425
0.410596026490067,0.4112274
0.3863134657836644,0.38558587
0.3708609271523171,0.39310524
0.3796909492273732,0.42978618
0.3399558498896242,0.392182
0.328918322295805,0.41377217
0.3685567010309292,0.42004457
0.3865979381443303,0.43125036
0.3994845360824719,0.43977997
0.4097938144329873,0.39737967
0.4149484536082539,0.39681813
0.4123711340206171,0.39251858
0.4046391752577278,0.4065101
0.4149484536082468,0.41304067
0.4123711340206206,0.43284068
0.4252577319587622,0.40941408
0.5494505494505493,0.5722916
0.5604395604395604,0.5689851
0.6373626373626373,0.5669798
0.6483516483516483,0.6196333
0.7142857142857142,0.5953161
0.747252747252747,0.5793045
0.615384615384615,0.57722396
0.7142857142857144,0.53702617
0.7142857142857142,0.5717876
0.758241758241758,0.5439567
0.0,0.03144578
0.0,-0.046970785
0.0,-0.007670803
0.0,0.043232683
0.0,-0.009233435
0.0,0.008281561
0.0,0.057925813
0.0,0.038310993
0.0,0.0012752879
0.0,0.0016098479
0.4657836644591615,0.3557566
0.4635761589403975,0.38319537
0.4194260485651213,0.39980915
0.4105960264900661,0.37849283
0.3863134657836644,0.4141508
0.3708609271523171,0.38682777
0.3796909492273732,0.3948796
0.3399558498896251,0.43072256
0.3289183222958058,0.39524454
0.3156732891832225,0.41605487
0.3865979381443338,0.4239314
0.3994845360824754,0.43309945
0.4097938144329873,0.44240123
0.4149484536082468,0.40137273
0.4123711340206206,0.39983845
0.4046391752577349,0.39519632
0.4149484536082468,0.40864843
0.4123711340206171,0.4158056
0.4252577319587658,0.43731368
0.4407216494845407,0.41260242
0.5604395604395602,0.57622594
0.6373626373626373,0.5731951
0.6483516483516478,0.5714443
0.7142857142857144,0.6242737
0.747252747252747,0.6002762
0.6153846153846152,0.58380127
0.714285714285714,0.582698
0.7142857142857144,0.54196787
0.7582417582417582,0.5759914
0.802197802197802,0.5501401
0.0,0.03287997
0.0,-0.04638323
0.0,-0.008140884
0.0,0.04384521
0.0,-0.008902613
0.0,0.009421667
0.0,0.059108466
0.0,0.039611407
0.0,0.0023296801
0.0,0.0013105664
0.4635761589403975,0.35850468
0.4194260485651222,0.38611257
0.4105960264900652,0.40268633
0.3863134657836644,0.3805545
0.3708609271523171,0.41604972
0.3796909492273732,0.3898589
0.3399558498896233,0.39856952
0.3289183222958058,0.4330512
0.3156732891832225,0.3988446
0.2869757174392937,0.41865364
0.3994845360824754,0.42802215
0.4097938144329944,0.43701044
0.4149484536082468,0.4466609
0.4123711340206171,0.40414172
0.4046391752577349,0.40369546
0.4149484536082504,0.39890695
0.4123711340206171,0.41120505
0.4252577319587622,0.4188145
0.4407216494845407,0.44137308
0.4536082474226859,0.4170704
0.6373626373626373,0.5807526
0.648351648351648,0.57784915
0.714285714285714,0.5757003
0.7472527472527468,0.6284396
0.6153846153846152,0.60597134
0.7142857142857142,0.5887449
0.714285714285714,0.5871506
0.7582417582417582,0.5476694
0.802197802197802,0.5803692
0.7912087912087911,0.5546614
0.0,0.033057727
0.0,-0.045952454
0.0,-0.007833738
0.0,0.044498097
0.0,-0.00980776
0.0,0.009030277
0.0,0.05950497
0.0,0.03958193
0.0,0.0021306295
0.0,0.0012706406
0.4194260485651222,0.36101514
0.4105960264900661,0.38971052
0.3863134657836635,0.40618235
0.370860927152318,0.3837435
0.3796909492273723,0.4199877
0.3399558498896251,0.3933848
0.3289183222958041,0.4029847
0.3156732891832234,0.43574446
0.2869757174392937,0.4011155
0.298013245033113,0.4204974
0.4097938144329944,0.42910698
0.4149484536082504,0.43933332
0.4123711340206171,0.44810447
0.4046391752577278,0.40754595
0.4149484536082539,0.40501928
0.4123711340206171,0.4013556
0.4252577319587622,0.41316307
0.4407216494845372,0.41974598
0.4536082474226859,0.44338942
0.4510309278350526,0.41982725
0.6483516483516483,0.5847358
0.7142857142857142,0.58072406
0.7472527472527468,0.57939154
0.6153846153846154,0.6318957
0.7142857142857142,0.6098578
0.7142857142857142,0.59037346
0.7582417582417582,0.59089017
0.802197802197802,0.54902965
0.7912087912087913,0.5827503
0.6263736263736261,0.55808246
0.0,0.032918558
0.0,-0.047291856
0.0,-0.0069388244
0.0,0.045384865
0.0,-0.010116829
0.0,0.008785959
0.0,0.060281873
0.0,0.03966403
0.0,0.0020601368
0.0,0.0013966691
0.410596026490067,0.36204332
0.3863134657836644,0.39152265
0.3708609271523171,0.4095083
0.3796909492273732,0.38599718
0.3399558498896242,0.4217413
0.328918322295805,0.3939352
0.3156732891832225,0.40535086
0.2869757174392937,0.43460053
0.298013245033113,0.4021414
0.3907284768211916,0.42148575
0.4149484536082539,0.43204772
0.4123711340206171,0.44244036
0.4046391752577278,0.45043978
0.4149484536082468,0.41158673
0.4123711340206206,0.40621054
0.4252577319587622,0.40468806
0.4407216494845336,0.41531512
0.4536082474226823,0.42239538
0.4510309278350526,0.4465024
0.4510309278350526,0.4226774
0.7142857142857142,0.5895604
0.747252747252747,0.58335096
0.615384615384615,0.5820051
0.7142857142857144,0.63620603
0.7142857142857142,0.6143777
0.758241758241758,0.59416515
0.802197802197802,0.596846
0.7912087912087915,0.55237365
0.6263736263736264,0.5860034
0.5934065934065933,0.5638022
0.0,0.034999862
0.0,-0.047464784
0.0,-0.0070744026
0.0,0.046141207
0.0,-0.009355936
0.0,0.008456107
0.0,0.060743853
0.0,0.040739093
0.0,0.0028311135
0.0,0.0013872599
0.3863134657836644,0.36568683
0.3708609271523171,0.39433533
0.3796909492273732,0.4117893
0.3399558498896251,0.38913637
0.3289183222958058,0.42357367
0.3156732891832225,0.39672828
0.2869757174392937,0.40875113
0.298013245033113,0.43591797
0.3907284768211925,0.40292755
0.4172185430463573,0.42353976
0.4123711340206206,0.43474647
0.4046391752577349,0.44523472
0.4149484536082468,0.45284784
0.4123711340206171,0.41385904
0.4252577319587658,0.40810683
0.4407216494845407,0.40677682
0.4536082474226788,0.41793838
0.4510309278350526,0.42546806
0.4510309278350526,0.44882107
0.4510309278350526,0.42534035
0.747252747252747,0.59312326
0.6153846153846152,0.58673
0.714285714285714,0.58511573
0.7142857142857144,0.64004666
0.7582417582417582,0.61750406
0.802197802197802,0.59790164
0.7912087912087911,0.599464
0.6263736263736264,0.55607325
0.5934065934065933,0.58850294
0.4505494505494505,0.5672168
0.0,0.035115115
0.0,-0.046889104
0.0,-0.0073805433
0.0,0.045282234
0.0,-0.00954057
0.0,0.0081214495
0.0,0.06117922
0.0,0.041028917
0.0,0.0014902307
0.0,0.0009792037
0.3708609271523171,0.36752474
0.3796909492273732,0.39605796
0.3399558498896233,0.41385326
0.3289183222958058,0.3908446
0.3156732891832225,0.4256937
0.2869757174392937,0.39850065
0.2980132450331121,0.41105095
0.3907284768211916,0.43800437
0.4172185430463573,0.40515077
0.4635761589403975,0.42530832
