,0
0,0.3780487804878021
1,0.5731707317073216
2,0.6951219512195195
3,0.7317073170731732
4,0.5975609756097526
5,0.47560975609756895
6,0.31707317073171737
7,0.31707317073170316
8,0.3658536585365795
9,0.560975609756099
10,0.1428571428571428
11,0.18571428571428594
12,0.17142857142857126
13,0.714285714285714
14,0.5714285714285716
15,0.5714285714285716
16,0.7714285714285714
17,0.6000000000000001
18,0.5285714285714285
19,0.5428571428571427
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.5999999999999996
31,0.5435897435897434
32,0.5641025641025657
33,0.35384615384615437
34,0.3230769230769237
35,0.30256410256410327
36,0.27179487179486905
37,0.3384615384615355
38,0.38974358974358836
39,0.45128205128205146
40,0.5731707317073216
41,0.6951219512195195
42,0.731707317073159
43,0.5975609756097384
44,0.47560975609756895
45,0.31707317073170316
46,0.31707317073171737
47,0.3658536585365795
48,0.560975609756099
49,0.6341463414634205
50,0.18571428571428594
51,0.1714285714285717
52,0.7142857142857144
53,0.5714285714285716
54,0.5714285714285716
55,0.7714285714285716
56,0.5999999999999996
57,0.5285714285714285
58,0.5428571428571431
59,0.4571428571428573
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.5435897435897434
71,0.5641025641025639
72,0.35384615384615437
73,0.32307692307692015
74,0.3025641025641015
75,0.2717948717948726
76,0.33846153846153726
77,0.38974358974358836
78,0.45128205128205146
79,0.4769230769230788
80,0.6951219512195053
81,0.7317073170731732
82,0.5975609756097526
83,0.4756097560975405
84,0.31707317073170316
85,0.31707317073170316
86,0.3658536585365795
87,0.5609756097560847
88,0.6341463414634205
89,0.6219512195121979
90,0.1714285714285717
91,0.7142857142857144
92,0.5714285714285712
93,0.5714285714285716
94,0.7714285714285714
95,0.6000000000000001
96,0.528571428571428
97,0.5428571428571427
98,0.4571428571428573
99,0.34285714285714297
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.5641025641025639
111,0.35384615384615437
112,0.32307692307692193
113,0.3025641025640997
114,0.2717948717948726
115,0.33846153846153904
116,0.38974358974359014
117,0.4512820512820497
118,0.476923076923077
119,0.5743589743589759
120,0.731707317073159
121,0.5975609756097526
122,0.47560975609756895
123,0.31707317073170316
124,0.31707317073170316
125,0.3658536585365795
126,0.560975609756099
127,0.6341463414634205
128,0.6219512195121979
129,0.6097560975609753
130,0.7142857142857142
131,0.5714285714285716
132,0.5714285714285712
133,0.7714285714285709
134,0.6000000000000001
135,0.5285714285714285
136,0.5428571428571427
137,0.45714285714285685
138,0.34285714285714297
139,0.32857142857142874
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
