,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0.0,0.2886594829509391,0.6076253738919937,0.6907109964774796,0.8553153940969442,0.7545735250558274,0.5623992783426269,0.5756427416766953,0.7525759117304777,0.8256059487067658,0.24756457835222045,0.8447865577302873,0.7779464476016364,0.6767099827172659,0.8960379679144301,0.48885884417193093,0.8521437889662112,0.37238590406413097,0.4678511166034409,0.7666279666280124,0.6245871397143409
1,0.2886594829509391,0.0,0.3118022201105201,0.20820761433788226,0.24980285036882513,0.21941702608508182,0.46852203560167077,0.2232399107785125,0.26876041954395846,0.24164169135829391,0.2833700648158889,0.24584811820921904,0.30494826109951384,0.42372258994223844,0.2586533280216154,0.31439055260741855,0.25104855913955787,0.18886474479984316,0.26267599976917555,0.31727813871893445,0.33181515417764806
2,0.6076253738919937,0.3118022201105201,0.0,0.4392468399314179,0.5393701433397108,0.4971180528529471,0.45489598714022617,0.3499544135881518,0.45917147771695227,0.5240128249678906,0.17594234584302315,0.5382700645898172,0.4909701663751872,0.5671190477699587,0.5781333499217252,0.3239073847196353,0.5318744760756797,0.22867101773360693,0.29673748976247355,0.4935137074229405,0.4133213702747796
3,0.6907109964774796,0.20820761433788226,0.4392468399314179,0.0,0.8053739234593373,0.8770037177212825,0.4321414197454827,0.6926813213184528,0.7505692692435013,0.8331989115801977,0.2337456815428413,0.8115039814603978,0.6729990482872025,0.48998044576624944,0.7546740393631517,0.4683367318251333,0.8105360051795565,0.44257445937838064,0.49063398376697215,0.646614759821487,0.560454189125223
4,0.8553153940969442,0.24980285036882513,0.5393701433397108,0.8053739234593373,0.0,0.8783490459473039,0.501821552259049,0.6275281571628344,0.7856070324882594,0.9652623598915447,0.23918973660974288,0.9821337715044313,0.7533388286326802,0.5891470953178758,0.9328953775553618,0.4805191858548184,0.979595519100454,0.39832866720028015,0.4775899755432902,0.729528429457005,0.6023288777892878
5,0.7545735250558274,0.21941702608508182,0.4971180528529471,0.8770037177212825,0.8783490459473039,0.0,0.4432308449142731,0.6242059813799231,0.7310969545475514,0.9074811910308396,0.22082588322483535,0.8920468756658815,0.6772740039593869,0.5175573431288006,0.8379668855787552,0.4447482550170171,0.8728297973559334,0.39561828552906514,0.4538447952823562,0.6530787838804354,0.5476600726142256
6,0.5623992783426269,0.46852203560167077,0.45489598714022617,0.4321414197454827,0.501821552259049,0.4432308449142731,0.0,0.4759406486448053,0.5679456125508577,0.48782831306065727,0.38335212145559927,0.49299897285330385,0.6413469875515059,0.797411335585217,0.5085256600586163,0.6206939308102465,0.5071952011198921,0.3783157217704225,0.527436656101453,0.6677193285810775,0.7046629240202281
7,0.5756427416766953,0.2232399107785125,0.3499544135881518,0.6926813213184528,0.6275281571628344,0.6242059813799231,0.4759406486448053,0.0,0.7598831524069937,0.6362690123071645,0.32447580296054207,0.6229187401539489,0.6863523280710901,0.48671845652348883,0.5891888570641137,0.6269398341812333,0.6398367129253364,0.6328249877809958,0.6923279453096854,0.6677193285810764,0.6718131269255576
8,0.7525759117304777,0.26876041954395846,0.45917147771695227,0.7505692692435013,0.7856070324882594,0.7310969545475514,0.5679456125508577,0.7598831524069937,0.0,0.7825448853801286,0.30171585388348865,0.7745749935368423,0.8803149939918986,0.6182041190974339,0.7498839938420158,0.6076253738919951,0.8017910667389271,0.49466356558402047,0.6076253738919951,0.8468703197820631,0.7451637235432523
9,0.8256059487067658,0.24164169135829391,0.5240128249678906,0.8331989115801977,0.9652623598915447,0.9074811910308396,0.48782831306065727,0.6362690123071645,0.7825448853801286,0.0,0.23669554855370772,0.9734334442108828,0.7394347936679792,0.5701281504114514,0.9051774345476588,0.4762694430048423,0.9617014222439547,0.40303205132208575,0.47742847411328154,0.7145125433953735,0.5934657269608742
10,0.24756457835222045,0.2833700648158889,0.17594234584302315,0.2337456815428413,0.23918973660974288,0.22082588322483535,0.38335212145559927,0.32447580296054207,0.30171585388348865,0.23669554855370772,0.0,0.2353164421790185,0.3149791316969446,0.31008201780472605,0.23276219388560948,0.49649664706713187,0.24378444554592263,0.4110176267669919,0.4685143112167299,0.3222311277095335,0.3951645516285044
11,0.8447865577302873,0.24584811820921904,0.5382700645898172,0.8115039814603978,0.9821337715044313,0.8920468756658815,0.49299897285330385,0.6229187401539489,0.7745749935368423,0.9734334442108828,0.2353164421790185,0.0,0.7402019836648274,0.5796158230958308,0.9297857470496247,0.47294997796118793,0.965262359891545,0.39494529155385333,0.47125169456645416,0.7166238864535215,0.5921195312172651
12,0.7779464476016364,0.30494826109951384,0.4909701663751872,0.6729990482872025,0.7533388286326802,0.6772740039593869,0.6413469875515059,0.6863523280710901,0.8803149939918986,0.7394347936679792,0.3149791316969446,0.7402019836648274,0.0,0.7011487556617448,0.7388540168606089,0.6273094346208422,0.7660161248805312,0.46478087800528645,0.5991167803800006,0.9604904027627146,0.7969278037858141
