,0
0,0.6151515151515152
1,0.6060606060606073
2,0.5954545454545475
3,0.5803030303030301
4,0.5772727272727263
5,0.57878787878788
6,0.5954545454545475
7,0.6136363636363633
8,0.631818181818181
9,0.6393939393939405
10,0.5697674418604655
11,0.4534883720930232
12,0.32558139534883734
13,0.2441860465116279
14,0.20930232558139528
15,0.22093023255813948
16,0.2325581395348837
17,0.32558139534883734
18,0.4767441860465116
19,0.5930232558139532
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.472941176470588
31,0.487058823529412
32,0.5341176470588236
33,0.5764705882352938
34,0.5788235294117641
35,0.5505882352941178
36,0.5152941176470582
37,0.47058823529411686
38,0.4258823529411755
39,0.3811764705882359
40,0.6060606060606055
41,0.5954545454545457
42,0.5803030303030301
43,0.577272727272728
44,0.5787878787878782
45,0.5954545454545457
46,0.6136363636363651
47,0.6318181818181827
48,0.6393939393939405
49,0.6424242424242426
50,0.4534883720930236
51,0.32558139534883734
52,0.2441860465116279
53,0.20930232558139483
54,0.22093023255813948
55,0.2325581395348837
56,0.32558139534883734
57,0.4767441860465116
58,0.5930232558139537
59,0.6162790697674416
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.487058823529412
71,0.5341176470588245
72,0.5764705882352938
73,0.5788235294117641
74,0.5505882352941178
75,0.5152941176470591
76,0.47058823529411686
77,0.4258823529411755
78,0.3811764705882359
79,0.36235294117647143
80,0.5954545454545439
81,0.5803030303030301
82,0.5772727272727263
83,0.57878787878788
84,0.5954545454545439
85,0.6136363636363651
86,0.6318181818181827
87,0.6393939393939405
88,0.6424242424242408
89,0.6439393939393945
90,0.32558139534883734
91,0.2441860465116279
92,0.20930232558139528
93,0.22093023255813948
94,0.23255813953488413
95,0.32558139534883734
96,0.4767441860465116
97,0.5930232558139532
98,0.6162790697674421
99,0.6627906976744184
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.5341176470588236
111,0.5764705882352947
112,0.5788235294117641
113,0.5505882352941169
114,0.5152941176470591
115,0.47058823529411864
116,0.4258823529411755
117,0.381176470588235
118,0.36235294117646966
119,0.3364705882352954
120,0.5803030303030283
121,0.577272727272728
122,0.57878787878788
123,0.5954545454545439
124,0.6136363636363615
125,0.6318181818181827
126,0.6393939393939423
127,0.6424242424242426
128,0.6439393939393927
129,0.6439393939393945
130,0.2441860465116279
131,0.20930232558139528
132,0.22093023255813904
133,0.23255813953488325
134,0.32558139534883734
135,0.4767441860465116
136,0.5930232558139532
137,0.6162790697674416
138,0.6627906976744189
139,0.6744186046511627
140,0.0
141,0.0
